Store Number,City,Transaction_Count,Total_Revenue,Total_Bottles_Sold,Average_Transaction_Value,Average_Bottles_Per_Transaction,Average_Bottle_Retail,Premium_Product_Share,Unique_Products,Unique_Categories,Cluster,Cluster_Name,PCA1,PCA2
4768,URBANDALE,5,397.84,53,79.568,10.6,15.080000000000002,0.2,4,4,1,Standard Neighbourhood Stores,-2.857998103850377,0.1847252265119572
4769,ELMA,16,2997.42,162,187.33875,10.125,19.563125,0.4375,11,11,0,Premium Retail Stores,-0.27115344838699146,1.4574205460027625
4770,HUDSON,8,1064.2,94,133.025,11.75,16.295,0.25,8,6,1,Standard Neighbourhood Stores,-1.6467153622439539,0.5810223540710981
4771,CEDAR RAPIDS,9,379.86,74,42.20666666666667,8.222222222222221,8.215555555555556,0.0,9,6,1,Standard Neighbourhood Stores,-2.4039731816552163,-1.5616361137607169
4773,WEST DES MOINES,23,610.71,60,26.552608695652175,2.608695652173913,11.408695652173913,0.17391304347826086,21,13,1,Standard Neighbourhood Stores,-1.2364908478592633,-1.4038351916414589
4774,ESTHERVILLE,21,2155.2,219,102.62857142857142,10.428571428571429,14.476666666666667,0.19047619047619047,19,12,3,Balanced High-Performing Stores,-0.20875265252119596,-0.3074818744251249
4775,DAKOTA CITY,14,1128.58,149,80.61285714285714,10.642857142857142,11.48857142857143,0.21428571428571427,13,8,1,Standard Neighbourhood Stores,-1.1038539696586422,-0.40341119384920493
4777,PAULLINA,14,1741.44,241,124.38857142857144,17.214285714285715,16.39642857142857,0.21428571428571427,13,6,1,Standard Neighbourhood Stores,-0.6726815503963582,0.5392979273439595
4779,MOUNT AYR,11,1892.04,205,172.00363636363636,18.636363636363637,18.503636363636364,0.18181818181818182,10,8,1,Standard Neighbourhood Stores,-0.7644755921872854,0.9413871110926519
4780,BRITT,15,2074.7,262,138.31333333333333,17.466666666666665,10.484,0.06666666666666667,15,8,1,Standard Neighbourhood Stores,-0.5499280629690281,-0.41348955238036667
4781,EARLY,11,1390.34,122,126.39454545454545,11.090909090909092,18.21,0.18181818181818182,11,7,1,Standard Neighbourhood Stores,-1.197928779357792,0.3419024464070236
4782,LAMONI,5,564.8399999999999,60,112.96799999999999,12.0,9.414,0.0,5,5,1,Standard Neighbourhood Stores,-2.6948033861448275,-0.7623227337349209
4783,EMMETSBURG,15,1523.94,151,101.596,10.066666666666666,15.370000000000001,0.13333333333333333,14,10,1,Standard Neighbourhood Stores,-0.8492483620873016,-0.33160718600090705
4785,AVOCA,25,2903.99,406,116.1596,16.24,10.0528,0.04,21,9,3,Balanced High-Performing Stores,0.06893760968798864,-0.8365171048411181
4786,WINTERSET,21,1644.02,217,78.28666666666666,10.333333333333334,12.667619047619047,0.19047619047619047,18,10,1,Standard Neighbourhood Stores,-0.4565014396803968,-0.5445211690094831
4787,SWISHER,31,1803.21,258,58.168064516129036,8.32258064516129,13.539032258064516,0.12903225806451613,26,14,3,Balanced High-Performing Stores,0.03695179444236985,-1.0373861889599931
4788,CEDAR RAPIDS,8,1733.58,114,216.6975,14.25,16.84875,0.375,8,8,0,Premium Retail Stores,-1.1099196635813404,1.5309750371829833
4790,MEDIAPOLIS,18,950.5600000000001,67,52.808888888888895,3.7222222222222223,18.021666666666665,0.2777777777777778,18,10,0,Premium Retail Stores,-1.137855877931459,-0.23243215394125696
4792,DE SOTO,14,1244.95,127,88.925,9.071428571428571,13.241428571428571,0.2857142857142857,14,10,1,Standard Neighbourhood Stores,-0.964009490996748,-0.08981953332549268
4793,FORT MADISON,15,1035.59,88,69.03933333333333,5.866666666666666,20.254,0.2,15,9,1,Standard Neighbourhood Stores,-1.1843330478307943,-0.06787928058337742
4794,BURLINGTON,158,10586.84,868,67.0053164556962,5.493670886075949,14.969367088607594,0.20253164556962025,132,43,2,Large High-Volume Stores,3.664402736582111,-1.6040312489150574
4795,DES MOINES,22,3023.82,198,137.44636363636366,9.0,16.740454545454547,0.3181818181818182,19,12,3,Balanced High-Performing Stores,0.03154188686954708,0.3981166272386498
4796,DES MOINES,5,778.44,78,155.68800000000002,15.6,12.047999999999998,0.2,5,4,1,Standard Neighbourhood Stores,-2.274689657802829,0.5081723764539278
4797,DES MOINES,7,1163.04,78,166.14857142857142,11.142857142857142,14.94714285714286,0.0,7,6,1,Standard Neighbourhood Stores,-1.9268231877764397,-0.20623079284667112
4798,DES MOINES,5,1058.58,60,211.71599999999998,12.0,18.79,0.2,5,4,1,Standard Neighbourhood Stores,-2.1551069918401238,1.1421350618307091
4799,DES MOINES,13,1792.26,114,137.86615384615385,8.76923076923077,16.23153846153846,0.3076923076923077,10,10,0,Premium Retail Stores,-0.9416406364125834,0.5102766265108124
4800,DES MOINES,14,2341.2,191,167.22857142857143,13.642857142857142,16.622142857142858,0.21428571428571427,12,9,1,Standard Neighbourhood Stores,-0.5547614333790909,0.5672597472052787
4801,DES MOINES,28,5728.86,366,204.60214285714284,13.071428571428571,15.916785714285714,0.21428571428571427,19,16,3,Balanced High-Performing Stores,0.7870636947041776,0.4074708453417882
4802,DES MOINES,41,6571.26,450,160.27463414634147,10.975609756097562,15.489268292682926,0.14634146341463414,33,22,3,Balanced High-Performing Stores,1.4136303926217293,-0.37577776858342116
4803,DES MOINES,35,6095.22,444,174.14914285714286,12.685714285714285,15.341714285714287,0.2571428571428571,24,18,3,Balanced High-Performing Stores,1.130710221215232,0.2533028390699335
4804,DES MOINES,18,2682.76,181,149.04222222222222,10.055555555555555,16.512222222222224,0.2777777777777778,14,11,3,Balanced High-Performing Stores,-0.3012044175215973,0.4365941135249222
4805,FORT DODGE,39,3236.74,553,82.99333333333333,14.179487179487179,9.230512820512821,0.05128205128205128,36,22,3,Balanced High-Performing Stores,1.0595644858388964,-1.4268391088570023
4806,WEST LIBERTY,35,6279.5599999999995,319,179.416,9.114285714285714,24.365142857142857,0.42857142857142855,34,23,3,Balanced High-Performing Stores,1.5285019429064648,1.2979931457290022
4807,WILLIAMSBURG,25,3222.72,200,128.90879999999999,8.0,17.3908,0.32,22,13,3,Balanced High-Performing Stores,0.20013307218555185,0.3163576150409966
4808,COUNCIL BLUFFS,36,3871.74,840,107.54833333333333,23.333333333333332,10.059166666666666,0.05555555555555555,26,14,3,Balanced High-Performing Stores,0.9413795538491593,-0.630011213129371
4810,ANKENY,54,2872.89,234,53.20166666666666,4.333333333333333,14.058518518518518,0.16666666666666666,41,17,3,Balanced High-Performing Stores,0.7050190415340817,-1.2665407858850741
4811,LOVILIA,6,477.0,30,79.5,5.0,14.446666666666667,0.16666666666666666,6,5,1,Standard Neighbourhood Stores,-2.8209000413912255,-0.3314958416246178
4812,CHARLES CITY,14,2104.9700000000003,274,150.35500000000002,19.571428571428573,12.807857142857143,0.14285714285714285,13,10,1,Standard Neighbourhood Stores,-0.437571387745099,0.19686346155813
4813,GRAND MOUND,8,431.08,50,53.885,6.25,8.4775,0.0,8,8,1,Standard Neighbourhood Stores,-2.525331500368309,-1.560581141505471
4817,KNOXVILLE,17,1846.51,188,108.61823529411765,11.058823529411764,17.154117647058825,0.17647058823529413,17,11,1,Standard Neighbourhood Stores,-0.46248654726047506,-0.021821881013275875
4818,DECORAH,53,5645.78,513,106.52415094339622,9.679245283018869,14.74056603773585,0.18867924528301888,46,25,3,Balanced High-Performing Stores,1.714331459308628,-0.7360973283962995
4819,ALTOONA,69,2843.06,327,41.203768115942026,4.739130434782608,12.170579710144928,0.11594202898550725,66,27,3,Balanced High-Performing Stores,1.4458260994249799,-1.8683374383029052
4820,INWOOD,18,987.96,77,54.88666666666667,4.277777777777778,12.873333333333333,0.16666666666666666,17,14,1,Standard Neighbourhood Stores,-1.0682181741688126,-1.024026439030123
4821,OSKALOOSA,16,2169.82,258,135.61375,16.125,10.331875,0.0625,14,8,1,Standard Neighbourhood Stores,-0.5632331421580131,-0.5133145260465809
4823,CRESTON,15,1153.18,118,76.87866666666667,7.866666666666666,19.354666666666667,0.3333333333333333,14,8,0,Premium Retail Stores,-0.9978183495424758,0.4633647455754658
4824,CRESTON,19,2825.75,217,148.72368421052633,11.421052631578947,17.832105263157896,0.21052631578947367,19,13,3,Balanced High-Performing Stores,-0.0046611893778653124,0.2982826179260073
4825,OSCEOLA,16,1911.52,211,119.47,13.1875,15.673125,0.125,15,10,1,Standard Neighbourhood Stores,-0.5365035517096863,-0.12198030935528774
4827,IOWA CITY,18,3630.56,292,201.6977777777778,16.22222222222222,15.229444444444445,0.2777777777777778,16,14,3,Balanced High-Performing Stores,0.2656563931068783,0.8123825281614868
4828,MARSHALLTOWN,15,1863.04,201,124.20266666666666,13.4,12.461333333333332,0.13333333333333333,12,7,1,Standard Neighbourhood Stores,-0.8137803097548969,-0.2407469943264791
4829,DES MOINES,754,435134.36,25218,577.101273209549,33.44562334217507,20.261538461538464,0.4124668435013263,433,64,2,Large High-Volume Stores,9.362369835590156,2.524622424013457
4831,BOONE,21,1612.52,128,76.78666666666666,6.095238095238095,14.612380952380953,0.23809523809523808,21,13,1,Standard Neighbourhood Stores,-0.47456325915392156,-0.4931371444320014
4835,CEDAR RAPIDS,7,719.41,106,102.77285714285713,15.142857142857142,11.200000000000001,0.14285714285714285,7,7,1,Standard Neighbourhood Stores,-1.9398694353805344,-0.14991840914651502
4836,IOWA CITY,13,1238.18,106,95.24461538461539,8.153846153846153,13.412307692307694,0.15384615384615385,13,9,1,Standard Neighbourhood Stores,-1.2146139182714064,-0.498853502453578
4837,IOWA CITY,19,1340.21,123,70.53736842105263,6.473684210526316,13.224736842105262,0.15789473684210525,18,13,1,Standard Neighbourhood Stores,-0.7355734268171097,-0.8499659119558562
4838,OGDEN,5,502.4,38,100.47999999999999,7.6,13.703999999999999,0.2,5,4,1,Standard Neighbourhood Stores,-2.826389150847413,0.002812621197444686
4839,NORTHWOOD,20,2128.2,146,106.41,7.3,15.794,0.2,16,11,1,Standard Neighbourhood Stores,-0.5007052299105539,-0.250334620830397
4840,WATERLOO,22,1470.04,204,66.82,9.272727272727273,7.867272727272728,0.045454545454545456,20,14,1,Standard Neighbourhood Stores,-0.4754632388572533,-1.5984412793257876
4841,DAVENPORT,6,583.5600000000001,67,97.26,11.166666666666666,10.431666666666667,0.16666666666666666,6,5,1,Standard Neighbourhood Stores,-2.4146889783753895,-0.2817074313805243
4843,MUSCATINE,13,681.03,81,52.386923076923075,6.230769230769231,10.644615384615385,0.07692307692307693,12,8,1,Standard Neighbourhood Stores,-1.7506374062984227,-1.260466766801702
4844,IOWA CITY,22,932.33,108,42.37863636363637,4.909090909090909,11.833181818181817,0.045454545454545456,22,13,1,Standard Neighbourhood Stores,-0.9022968809533937,-1.6118629493944556
4846,ONAWA,7,1342.5,114,191.78571428571428,16.285714285714285,16.68857142857143,0.2857142857142857,7,4,1,Standard Neighbourhood Stores,-1.5244155165594662,1.2826816889739154
4847,LECLAIRE,37,2168.7,159,58.61351351351351,4.297297297297297,12.486216216216217,0.13513513513513514,33,21,3,Balanced High-Performing Stores,0.3158112547275339,-1.4314476233837556
4848,WINTERSET,30,1939.52,187,64.65066666666667,6.233333333333333,14.081666666666667,0.23333333333333334,26,11,3,Balanced High-Performing Stores,-0.11762400500281467,-0.6667910239805834
4849,DES MOINES,7,1254.48,348,179.21142857142857,49.714285714285715,6.542857142857143,0.14285714285714285,6,4,1,Standard Neighbourhood Stores,-1.082107427743251,1.5503598005069636
4852,CEDAR RAPIDS,14,1042.1399999999999,94,74.43857142857142,6.714285714285714,20.47714285714286,0.42857142857142855,12,7,0,Premium Retail Stores,-1.1905246022084395,0.8549430494852663
4853,JOHNSTON,30,1682.1399999999999,191,56.07133333333333,6.366666666666666,13.549666666666667,0.23333333333333334,24,14,3,Balanced High-Performing Stores,-0.10326742926322756,-0.7689890604407091
4854,ARMSTRONG,9,1607.79,103,178.64333333333332,11.444444444444445,19.912222222222223,0.2222222222222222,9,9,0,Premium Retail Stores,-1.1863362190283562,0.9108151919768142
4855,STRAWBERRY POINT,5,537.24,66,107.44800000000001,13.2,10.498,0.0,5,4,1,Standard Neighbourhood Stores,-2.6988169414523435,-0.6327378938900815
4856,LISBON,26,2051.66,158,78.91,6.076923076923077,15.184615384615386,0.11538461538461539,22,17,3,Balanced High-Performing Stores,-0.12478210258721757,-0.9333518824604843
4857,WEST BURLINGTON,14,532.54,47,38.03857142857142,3.357142857142857,13.14,0.14285714285714285,14,10,1,Standard Neighbourhood Stores,-1.8478560745822574,-1.1023024110508925
4858,WEST BURLINGTON,5,378.89,25,75.77799999999999,5.0,18.688,0.2,5,4,1,Standard Neighbourhood Stores,-3.0852488909439306,0.16455747616812078
4859,BURLINGTON,22,2547.52,285,115.79636363636364,12.954545454545455,12.503181818181817,0.18181818181818182,21,8,3,Balanced High-Performing Stores,-0.11626769917247277,-0.28993930767338744
4860,CEDAR RAPIDS,10,1195.53,132,119.553,13.2,11.596,0.1,10,10,1,Standard Neighbourhood Stores,-1.3006408327290178,-0.4086582421371659
4861,CEDAR RAPIDS,23,1314.27,147,57.14217391304348,6.391304347826087,10.918260869565218,0.043478260869565216,21,13,1,Standard Neighbourhood Stores,-0.643696360552716,-1.5445673275379292
4864,CLINTON,30,3065.86,456,102.19533333333334,15.2,11.222000000000001,0.06666666666666667,28,16,3,Balanced High-Performing Stores,0.5909547849093849,-0.9236571820822311
4866,COUNCIL BLUFFS,59,3957.42,816,67.07491525423728,13.830508474576272,14.23593220338983,0.15254237288135594,52,24,3,Balanced High-Performing Stores,1.7847967705478134,-0.9204506327037262
4867,COUNCIL BLUFFS,32,4266.36,718,133.32375,22.4375,12.4634375,0.1875,31,18,3,Balanced High-Performing Stores,1.2244349156856094,0.02754755112652797
4868,WAUKEE,30,2382.71,156,79.42366666666666,5.2,18.600666666666665,0.23333333333333334,25,15,3,Balanced High-Performing Stores,0.07190774768607118,-0.31526769129353976
4869,GUTTENBERG,17,916.71,85,53.92411764705883,5.0,15.764705882352942,0.23529411764705882,17,14,1,Standard Neighbourhood Stores,-1.004045544366082,-0.524108897286381
4872,EARLHAM,22,1829.94,130,83.17909090909092,5.909090909090909,15.117272727272727,0.18181818181818182,19,9,1,Standard Neighbourhood Stores,-0.6170736713086746,-0.5613765888348584
4873,GRANGER,26,2428.33,259,93.39730769230769,9.961538461538462,16.817307692307693,0.2692307692307692,25,16,3,Balanced High-Performing Stores,0.3102990252370611,-0.041260431545959445
4874,MOUNT PLEASANT,31,1006.55,111,32.46935483870968,3.5806451612903225,10.139677419354838,0.0967741935483871,29,16,1,Standard Neighbourhood Stores,-0.49739742611943544,-1.8185307360516048
4875,CEDAR FALLS,5,770.62,66,154.124,13.2,9.464,0.0,5,5,1,Standard Neighbourhood Stores,-2.4829491922269002,-0.5069758880566724
4876,HIAWATHA,28,5050.74,630,180.38357142857143,22.5,12.44357142857143,0.21428571428571427,26,14,3,Balanced High-Performing Stores,1.0346090425842378,0.4339897399857602
4877,CLIVE,107,13533.26,949,126.47906542056074,8.869158878504672,21.00392523364486,0.34579439252336447,99,35,2,Large High-Volume Stores,3.456024499058221,0.009555097779505202
4878,PRIMGHAR,15,1764.2,121,117.61333333333333,8.066666666666666,15.554,0.2,15,12,1,Standard Neighbourhood Stores,-0.7298462975899287,-0.1439011102509885
4879,SIOUX CITY,71,11297.4,1734,159.11830985915492,24.422535211267604,12.83338028169014,0.09859154929577464,53,23,3,Balanced High-Performing Stores,2.6687069643537993,-0.2851545525621235
4880,ANITA,12,823.66,66,68.63833333333334,5.5,15.865,0.3333333333333333,10,6,0,Premium Retail Stores,-1.7081162501747433,0.13742490991658615
4881,COON RAPIDS,12,1683.48,87,140.29,7.25,20.09333333333333,0.4166666666666667,10,6,0,Premium Retail Stores,-1.1438634761235733,1.18673531440407
4882,ST CHARLES,19,2531.2,226,133.22105263157894,11.894736842105264,12.105263157894736,0.10526315789473684,18,12,1,Standard Neighbourhood Stores,-0.22977408430175356,-0.5487796646526601
4883,SIGOURNEY,9,367.81,42,40.867777777777775,4.666666666666667,10.137777777777778,0.0,8,7,1,Standard Neighbourhood Stores,-2.6510476985116123,-1.570837714440997
4884,SIOUX CITY,13,1426.1599999999999,164,109.70461538461538,12.615384615384615,17.655384615384612,0.23076923076923078,13,11,1,Standard Neighbourhood Stores,-0.7765460046449542,0.3592294236721301
4885,ZWINGLE,10,913.49,82,91.349,8.2,15.437999999999999,0.3,10,8,1,Standard Neighbourhood Stores,-1.562873880988605,0.2275188451608565
4887,WEST DES MOINES,36,2102.15,202,58.393055555555556,5.611111111111111,12.684999999999999,0.08333333333333333,30,14,3,Balanced High-Performing Stores,0.06596002252003855,-1.4293262460966436
4888,SERGEANT BLUFF,56,3336.5,572,59.580357142857146,10.214285714285714,10.977142857142857,0.07142857142857142,49,21,3,Balanced High-Performing Stores,1.3037062364424419,-1.6133024757274275
4889,DES MOINES,16,269.7,40,16.85625,2.5,9.38875,0.0625,14,10,1,Standard Neighbourhood Stores,-2.2217089761948148,-1.8588727589833582
4890,URBANDALE,14,1355.8,97,96.84285714285714,6.928571428571429,13.242857142857144,0.14285714285714285,11,8,1,Standard Neighbourhood Stores,-1.3099664564849491,-0.5693450823592564
4891,SIBLEY,99,9632.43,614,97.29727272727273,6.202020202020202,16.974545454545456,0.30303030303030304,88,31,3,Balanced High-Performing Stores,2.80801272706072,-0.6457478118099415
4892,DAVENPORT,38,1702.96,282,44.81473684210526,7.421052631578948,8.751315789473685,0.05263157894736842,37,16,3,Balanced High-Performing Stores,0.2433591136944929,-1.9047777959039314
4893,WEST DES MOINES,29,3172.86,426,109.40896551724138,14.689655172413794,10.526206896551724,0.1724137931034483,24,12,3,Balanced High-Performing Stores,0.4154727048911254,-0.5357820432464794
4895,CEDAR RAPIDS,25,2678.75,270,107.15,10.8,13.724,0.16,23,17,3,Balanced High-Performing Stores,0.268342453153003,-0.5454291006966033
4896,HARPERS FERRY,24,2023.2,121,84.3,5.041666666666667,24.778333333333332,0.4166666666666667,24,18,0,Premium Retail Stores,0.09959022069736832,0.819693497904134
4897,BURLINGTON,39,4569.14,488,117.1574358974359,12.512820512820513,11.777179487179486,0.10256410256410256,29,20,3,Balanced High-Performing Stores,1.0548035107726872,-0.9015960117557236
4898,BURLINGTON,26,1809.32,176,69.58923076923077,6.769230769230769,11.491538461538461,0.23076923076923078,22,13,3,Balanced High-Performing Stores,-0.2437228291660616,-0.8109215747252426
4899,GRAETTINGER,34,2301.56,150,67.69294117647058,4.411764705882353,15.399411764705883,0.17647058823529413,28,17,3,Balanced High-Performing Stores,0.12990252176403547,-0.9192509940715918
4900,WATERLOO,33,1765.31,308,53.49424242424242,9.333333333333334,9.453030303030303,0.12121212121212122,30,17,3,Balanced High-Performing Stores,0.25154323433183545,-1.4386338332674908
4901,POLK CITY,44,10764.539999999999,517,244.64863636363634,11.75,17.597272727272728,0.3181818181818182,40,22,3,Balanced High-Performing Stores,2.0071977109305825,0.756671999861945
4902,WATERLOO,70,7906.66,842,112.95228571428571,12.028571428571428,15.938857142857144,0.2,60,25,3,Balanced High-Performing Stores,2.310938592197537,-0.5438176415033544
4904,LARCHWOOD,23,1749.72,141,76.07478260869566,6.130434782608695,13.38173913043478,0.17391304347826086,22,14,1,Standard Neighbourhood Stores,-0.36851268605506743,-0.8421788408281472
4905,ROCKWELL CITY,6,330.21,28,55.035,4.666666666666667,12.235,0.0,6,6,1,Standard Neighbourhood Stores,-3.106009365424296,-1.2218424083951902
4907,CEDAR FALLS,49,4530.27,535,92.45448979591838,10.918367346938776,14.164285714285716,0.10204081632653061,40,19,3,Balanced High-Performing Stores,1.2685588955454206,-0.9792183893556502
4908,ELKADER,18,815.53,54,45.30722222222222,3.0,16.730555555555554,0.4444444444444444,16,14,0,Premium Retail Stores,-1.1009374913145737,0.12586067952005472
4909,ROCK VALLEY,11,1786.62,132,162.42,12.0,14.15181818181818,0.18181818181818182,11,7,1,Standard Neighbourhood Stores,-1.0641717762047167,0.22629291383435635
4910,WATERLOO,47,4988.28,814,106.13361702127659,17.319148936170212,14.497446808510638,0.23404255319148937,43,23,3,Balanced High-Performing Stores,1.7862264487041386,-0.19180712450206822
4911,PRINCETON,11,646.9,56,58.809090909090905,5.090909090909091,20.16181818181818,0.18181818181818182,10,8,1,Standard Neighbourhood Stores,-1.888752566451397,-0.10668796499453728
4912,ELDRIDGE,18,1616.32,172,89.79555555555555,9.555555555555555,10.599444444444444,0.16666666666666666,15,10,1,Standard Neighbourhood Stores,-0.7211719132212796,-0.7211641718900412
4914,CEDAR FALLS,13,1238.1,190,95.23846153846154,14.615384615384615,10.387692307692307,0.23076923076923078,11,7,1,Standard Neighbourhood Stores,-1.0616403271736012,-0.129010490458405
4915,BETTENDORF,16,1572.5800000000002,200,98.28625000000001,12.5,18.859375,0.25,14,8,1,Standard Neighbourhood Stores,-0.6506173592470695,0.45698467455013697
4917,PERRY,9,622.85,63,69.20555555555556,7.0,15.208888888888888,0.1111111111111111,9,6,1,Standard Neighbourhood Stores,-2.1196533180639556,-0.5391615668326089
4919,ALTOONA,5,227.43,33,45.486000000000004,6.6,7.7700000000000005,0.0,5,2,1,Standard Neighbourhood Stores,-3.5039758781886,-1.4494191220438608
4921,CEDAR RAPIDS,43,2799.08,546,65.09488372093023,12.69767441860465,16.12860465116279,0.27906976744186046,40,21,3,Balanced High-Performing Stores,1.2336516503574564,-0.28156176070392236
4925,URBANDALE,5,231.54,20,46.308,4.0,23.566,0.4,4,3,0,Premium Retail Stores,-3.3325011701687575,1.0798315045665399
4927,WEST DES MOINES,8,415.6,36,51.95,4.5,11.345,0.25,8,6,1,Standard Neighbourhood Stores,-2.56001537636143,-0.5538683044698893
4929,ADEL,12,1664.02,146,138.66833333333332,12.166666666666666,15.211666666666666,0.25,11,8,1,Standard Neighbourhood Stores,-0.9556186752248771,0.415392418668031
4930,BOONE,10,1332.1399999999999,110,133.214,11.0,17.508000000000003,0.4,10,7,0,Premium Retail Stores,-1.1891281974797374,1.0751704089405014
4932,CEDAR FALLS,34,3568.59,314,104.95852941176472,9.235294117647058,13.36470588235294,0.11764705882352941,32,21,3,Balanced High-Performing Stores,0.8019165420408889,-0.9453634893467933
4933,BURLINGTON,6,796.3199999999999,127,132.72,21.166666666666668,12.843333333333334,0.16666666666666666,6,5,1,Standard Neighbourhood Stores,-1.900733140918492,0.5578628143964783
4934,SPRINGVILLE,11,1346.57,218,122.41545454545454,19.818181818181817,9.53,0.18181818181818182,11,5,1,Standard Neighbourhood Stores,-1.0754089364520625,0.05943312999382522
4935,WATERLOO,23,5397.67,1224,234.68130434782609,53.21739130434783,7.496521739130435,0.043478260869565216,21,11,3,Balanced High-Performing Stores,1.22832831325641,1.2823388244066507
4937,SHENANDOAH,8,895.38,66,111.9225,8.25,13.7375,0.25,7,6,1,Standard Neighbourhood Stores,-1.9797365897255403,0.13038893478036667
4938,HAZLETON,17,2015.47,304,118.55705882352942,17.88235294117647,10.555882352941175,0.11764705882352941,17,13,1,Standard Neighbourhood Stores,-0.20587963835871084,-0.40529198394758376
4939,URBANDALE,16,502.51,31,31.406875,1.9375,15.968125,0.25,15,9,1,Standard Neighbourhood Stores,-1.895260248849964,-0.6283669122411157
4940,CAMBRIDGE,10,352.72,27,35.272000000000006,2.7,14.066999999999998,0.1,10,9,1,Standard Neighbourhood Stores,-2.5404840078846465,-1.1069888303558628
4941,URBANDALE,45,4095.39,330,91.00866666666667,7.333333333333333,14.035777777777778,0.2,34,20,3,Balanced High-Performing Stores,1.004709852154217,-0.8068135231456693
4942,DES MOINES,17,2272.88,117,133.69882352941178,6.882352941176471,20.34705882352941,0.5294117647058824,16,10,0,Premium Retail Stores,-0.37439227775086553,1.370344975204474
4944,MARTENSDALE,9,1942.98,306,215.88666666666666,34.0,12.125555555555556,0.1111111111111111,7,5,1,Standard Neighbourhood Stores,-0.8463512685581808,1.2426744705474877
4945,OSAGE,70,2756.18,158,39.373999999999995,2.257142857142857,16.46314285714286,0.3,60,28,3,Balanced High-Performing Stores,1.3005415594407381,-1.0183178547709035
4947,CEDAR FALLS,106,5644.76,654,53.25245283018868,6.169811320754717,11.676981132075472,0.12264150943396226,99,37,3,Balanced High-Performing Stores,2.7130483748576566,-2.0027663691772757
4948,WHEATLAND,7,525.3199999999999,110,75.04571428571428,15.714285714285714,7.195714285714286,0.0,7,5,1,Standard Neighbourhood Stores,-2.274240464969053,-1.0396059769870587
4949,DAVENPORT,28,2803.19,561,100.11392857142857,20.035714285714285,12.674999999999999,0.21428571428571427,24,12,3,Balanced High-Performing Stores,0.5463089035310542,-0.006738835780016276
4950,CEDAR RAPIDS,24,1834.76,214,76.44833333333334,8.916666666666666,9.64,0.08333333333333333,21,13,1,Standard Neighbourhood Stores,-0.3046277890030441,-1.3042043812272115
4952,DAVENPORT,16,2657.19,350,166.074375,21.875,8.946875,0.0,16,16,1,Standard Neighbourhood Stores,0.011312560889844246,-0.534371723012374
4953,LOST NATION,8,1100.51,129,137.56375,16.125,9.10125,0.0,8,5,1,Standard Neighbourhood Stores,-1.7389260765539594,-0.6015988212608595
4956,CEDAR RAPIDS,29,2377.75,271,81.99137931034483,9.344827586206897,15.41241379310345,0.2413793103448276,28,18,3,Balanced High-Performing Stores,0.43606323710905043,-0.3906045557299201
4958,CEDAR FALLS,31,1632.32,170,52.65548387096774,5.483870967741935,11.819032258064516,0.16129032258064516,27,16,3,Balanced High-Performing Stores,-0.0949042559227438,-1.2575918137218827
4959,CEDAR FALLS,35,5897.46,506,168.49885714285713,14.457142857142857,14.617428571428572,0.17142857142857143,31,21,3,Balanced High-Performing Stores,1.3375098945324062,-0.1149340490527122
4960,AMES,25,5999.66,812,239.9864,32.48,15.33,0.24,24,18,3,Balanced High-Performing Stores,1.4712885699022507,1.4885361661715544
4962,DAVENPORT,56,10257.88,1680,183.17642857142854,30.0,9.403392857142858,0.07142857142857142,43,17,3,Balanced High-Performing Stores,2.240575901047261,-0.1357983345129181
4963,DURANT,7,187.06,56,26.722857142857144,8.0,13.888571428571428,0.14285714285714285,7,6,1,Standard Neighbourhood Stores,-2.835819028998847,-0.650655619284068
4964,WILTON,13,373.15,27,28.70384615384615,2.076923076923077,14.496923076923078,0.15384615384615385,12,9,1,Standard Neighbourhood Stores,-2.3123231633658157,-1.0177035870447186
4967,BLUE GRASS,113,4135.9,395,36.60088495575221,3.495575221238938,11.18212389380531,0.09734513274336283,96,31,3,Balanced High-Performing Stores,2.142055719558549,-2.2720772039466666
4968,BROOKLYN,6,898.02,78,149.67,13.0,13.693333333333333,0.3333333333333333,6,4,1,Standard Neighbourhood Stores,-2.0148669042846907,0.8906622983391721
4969,CLEAR LAKE,187,28217.32,1528,150.89475935828878,8.171122994652407,21.50331550802139,0.37433155080213903,162,41,2,Large High-Volume Stores,4.633201671172672,-0.005247943580669405
4970,WEST LIBERTY,44,2709.32,213,61.57545454545455,4.840909090909091,15.058863636363638,0.25,42,23,3,Balanced High-Performing Stores,0.868117200614913,-0.8853424893795574
4971,PLEASANT HILL,80,19900.26,962,248.75324999999998,12.025,22.38425,0.4,74,31,2,Large High-Volume Stores,3.4317436289583094,1.1570934543925693
4972,MONONA,46,2059.56,163,44.77304347826087,3.5434782608695654,15.589565217391305,0.15217391304347827,37,18,3,Balanced High-Performing Stores,0.3597144944442542,-1.2437133493337866
4973,WEST UNION,63,6841.9800000000005,403,108.60285714285715,6.396825396825397,17.713650793650793,0.31746031746031744,57,25,3,Balanced High-Performing Stores,1.9499125088052114,-0.2660308135228418
4974,DES MOINES,6,486.96999999999997,56,81.16166666666666,9.333333333333334,16.713333333333335,0.16666666666666666,6,5,1,Standard Neighbourhood Stores,-2.5207283688228728,0.060935614118999296
4975,SIOUX CITY,5,986.52,54,197.304,10.8,18.009999999999998,0.4,5,4,0,Premium Retail Stores,-2.128537494454876,1.6295039750595024
